,data,campaign,ad_group,ad,country,spend,impressions,clicks,links_clicks,revenue
0,2021-12-15 2021-12-16,Компания от тестового менеджера аккаунта Pro Api,Группа объявлений 1,django blog/API/api/course/learn python/python,,0.0,0,0,0.0,0.0
